店舗名,都道府県,エリア,住所,電話番号,公式サイト,ツリスポURL
釣具のポイント 久留米津福バイパス店,福岡県,久留米,福岡県久留米市津福今町598-9,0942-35-1321,https://www.point-i.jp/shops/1284,https://tsurispot.com/shops/point-kurume-tsufuku
タックルベリー 久留米店,福岡県,久留米,福岡県久留米市上津町2228-155,0942-22-3715,https://www.tackleberry.co.jp/,https://tsurispot.com/shops/tackleberry-kurume
釣り具のヨコオ 久留米店,福岡県,久留米,福岡県久留米市東櫛原町293-1,0942-39-5811,http://tsurigu-yokoo.com/,https://tsurispot.com/shops/yokoo-tsurigu-kurume
かめや釣具 久留米店,福岡県,久留米,福岡県久留米市山川沓形町3-15,0942-44-1191,https://kameya-fishing.com/,https://tsurispot.com/shops/kameya-kurume
釣具のポイント 行橋苅田店,福岡県,行橋・苅田,福岡県京都郡苅田町大字与原835-1,093-436-2277,https://www.point-i.jp/,https://tsurispot.com/shops/point-yukuhashi-kanda
かめや釣具 飯塚店,福岡県,飯塚,福岡県飯塚市枝国446-1,0948-22-1191,https://kameya-fishing.com/,https://tsurispot.com/shops/kameya-iizuka
釣具のポイント 博多千代店,福岡県,福岡市,福岡県福岡市博多区千代5丁目18-6,092-633-2277,https://www.point-i.jp/,https://tsurispot.com/shops/point-hakata-chiyomachi
キャスティング いわき鹿島店,福島県,いわき,福島県いわき市鹿島町走熊字小神山18-7,0246-46-0023,https://castingnet.jp/,https://tsurispot.com/shops/casting-iwaki-kashima
つりエサ豊漁,福島県,相馬,福島県相馬市原釜大津100-50,0244-38-8270,https://zekkouchou.com/tsuriesa-houryo/,https://tsurispot.com/shops/tsuri-esa-houryo-soma
上州屋 会津若松店,福島県,会津若松,福島県会津若松市中央3-1-16,0242-38-3711,https://www.johshuya.co.jp/shop/top.php?s=120,https://tsurispot.com/shops/joshuya-aizuwakamatsu
上州屋 郡山安積店,福島県,郡山,福島県郡山市安積荒井2-183,024-947-3302,https://www.johshuya.co.jp/shop/top.php?s=196,https://tsurispot.com/shops/joshuya-koriyama-asaka
アングラーズプラザ岸波 郡山インター店,福島県,郡山,福島県郡山市喜久田町字菖蒲池22-591,024-959-5211,https://kishinami.jp/,https://tsurispot.com/shops/kishinami-koriyama-inter
上州屋 福島店,福島県,福島市,福島県福島市南矢野目字清水前6-1,024-555-0361,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-fukushima
上州屋 いわき平店,福島県,いわき,福島県いわき市平谷川瀬字泉町28,0246-25-6061,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-iwaki-taira
上州屋 白河店,福島県,白河,福島県白河市新白河1-104,0248-24-0061,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-shirakawa
尼エサ本店,兵庫県,阪神,〒660-0874 兵庫県尼崎市西本町6-29-6,06-6412-3437,https://ama-esa.com/,https://tsurispot.com/shops/ama-esa-honten
つりえさのサワムラ,兵庫県,阪神,〒660-0077 兵庫県尼崎市大庄西町3-12-5,06-6418-1455,https://www.esa-sawamura.com/,https://tsurispot.com/shops/tsuriesa-sawamura
エサ光 須磨本店,兵庫県,神戸・須磨,〒654-0041 兵庫県神戸市須磨区古川町4-5-8,078-734-3260,https://esamitsu.co.jp/main/,https://tsurispot.com/shops/esamitsu-suma-honten
つりぐ阪田,兵庫県,明石,〒673-0886 兵庫県明石市東仲の町11-27,078-911-4700,http://turigu-sakata-webshop.com/,https://tsurispot.com/shops/tsurigu-sakata
かんさいベイト,兵庫県,明石,兵庫県明石市二見町東二見541-1,078-920-9414,https://kansaibait.wixsite.com/mysite,https://tsurispot.com/shops/kansai-bait
フィッシングセンターえばし,兵庫県,播磨,〒671-1136 兵庫県姫路市大津区恵美酒町2-110-5,079-239-8184,https://setouchimaru.wixsite.com/setouchimaru,https://tsurispot.com/shops/fishing-center-ebashi
みき釣具店,兵庫県,播磨,〒671-1241 兵庫県姫路市網干区興浜1364-3,079-272-4671,https://miki.ocnk.net/,https://tsurispot.com/shops/miki-tsurigu-aboshi
エサピチ,兵庫県,淡路島,〒656-2401 兵庫県淡路市岩屋2942-30,0799-72-0019,http://www.esapichi.com/,https://tsurispot.com/shops/esapichi
フィッシングショップかもめ,兵庫県,淡路島,〒656-2304 兵庫県淡路市浜1-67,0799-74-4811,https://fskamome.amebaownd.com/,https://tsurispot.com/shops/fishing-shop-kamome
吉田釣具店,兵庫県,淡路島,〒656-0025 兵庫県洲本市本町1-1-22,0799-22-2317,https://yoshidatsurigu.net/,https://tsurispot.com/shops/yoshida-tsurigu-sumoto
岡本釣具店,兵庫県,但馬,兵庫県美方郡香美町香住区七日市368-7,0796-36-0368,https://www.okamoto-tsurigu.com/,https://tsurispot.com/shops/okamoto-tsurigu-kasumi
フィッシングマックス 武庫川店,兵庫県,阪神,兵庫県尼崎市元浜町5-1,06-6411-4848,https://fishingmax.co.jp/,https://tsurispot.com/shops/fishingmax-mukogawa
フィッシングマックス 垂水店,兵庫県,垂水,兵庫県神戸市垂水区塩屋町1-6-20,078-751-2345,https://fishingmax.co.jp/,https://tsurispot.com/shops/fishingmax-tarumi
フィッシングマックス 芦屋店,兵庫県,阪神,兵庫県芦屋市平田町1-41,0797-34-1041,https://fishingmax.co.jp/,https://tsurispot.com/shops/fishingmax-ashiya
フィッシングマックス 神戸ハーバー店,兵庫県,神戸,兵庫県神戸市兵庫区西出町2-3-11,078-682-3838,https://fishingmax.co.jp/,https://tsurispot.com/shops/fishingmax-kobe-harbor
上州屋 姫路花田店,兵庫県,姫路,兵庫県姫路市花田町一本松24-1,079-253-5581,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-himeji-hanada
上州屋 三田店,兵庫県,三田市,兵庫県三田市すずかけ台2-3-1,079-564-7711,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-sanda
上州屋 明石大久保店,兵庫県,明石,兵庫県明石市大久保町ゆりのき通2-3-1,078-935-5581,https://www.johshuya.co.jp/,https://tsurispot.com/shops/joshuya-akashi-okubo
フィッシュランド 手稲店,北海道,札幌・手稲,北海道札幌市手稲区富丘2条6丁目4-3,011-685-2020,https://fishland.jp/shop/teine/,https://tsurispot.com/shops/fishland-teine
フィッシュランド 美しが丘店,北海道,札幌・清田,北海道札幌市清田区美しが丘1条8丁目1-20,011-889-2388,https://fishland.jp/shop/utsukushi/,https://tsurispot.com/shops/fishland-utsukushigaoka
フィッシュランド 環状通北郷店,北海道,札幌・白石,北海道札幌市白石区北郷3条1丁目,011-874-6131,https://fishland.jp/,https://tsurispot.com/shops/fishland-kanjo-kitago
つり具センター 伏古店,北海道,札幌・東区,北海道札幌市東区伏古14条5丁目1-30,011-768-7763,https://turigu.ne.jp/,https://tsurispot.com/shops/turigu-center-fushiko
つり具センター 小樽店,北海道,小樽,北海道小樽市稲穂4-4-13,0134-27-3868,https://turigu.ne.jp/,https://tsurispot.com/shops/turigu-center-otaru
フィッシュランド 函館西桔梗店,北海道,函館,北海道函館市西桔梗町589-12,0138-49-7979,https://fishland.jp/shop/hakodate/,https://tsurispot.com/shops/fishland-hakodate-nishikikyo
つり具センター 苫小牧店,北海道,苫小牧,北海道苫小牧市若草町1丁目5-3,0144-36-0097,https://turigu.ne.jp/,https://tsurispot.com/shops/turigu-center-tomakomai
つり具の釣人,北海道,釧路,北海道釧路市新橋大通4-2-1,0154-24-4181,https://tsuribito.ocnk.net/,https://tsurispot.com/shops/tsurigu-no-tsuribito-kushiro
つり具センター 旭川店,北海道,旭川,北海道旭川市忠和4条6丁目5-18,0166-61-0303,https://turigu.ne.jp/,https://tsurispot.com/shops/turigu-center-asahikawa
フィッシュランド 室蘭店,北海道,室蘭,北海道室蘭市中島本町1-8-12,0143-44-3377,https://fishland.jp/,https://tsurispot.com/shops/fishland-muroran
フィッシュランド 帯広店,北海道,帯広,北海道帯広市西19条南4丁目26-1,0155-36-7979,https://fishland.jp/,https://tsurispot.com/shops/fishland-obihiro
フィッシュランド 千歳店,北海道,千歳,北海道千歳市北栄2丁目2-5,0123-27-5858,https://fishland.jp/,https://tsurispot.com/shops/fishland-chitose
つり具センター 岩見沢店,北海道,岩見沢,北海道岩見沢市大和4条8丁目1,0126-24-7770,https://turigu.ne.jp/,https://tsurispot.com/shops/turigu-center-iwamizawa
フィッシュランド 北見店,北海道,北見,北海道北見市北進町3丁目1-1,0157-26-4848,https://fishland.jp/,https://tsurispot.com/shops/fishland-kitami
フィッシュランド 稚内店,北海道,稚内,北海道稚内市潮見1丁目3-21,0162-32-3939,https://fishland.jp/,https://tsurispot.com/shops/fishland-wakkanai
つり具のマルニシ 和歌山インター店,和歌山県,和歌山市,和歌山県和歌山市栗柄711-1,073-476-0024,https://f-marunishi.com/,https://tsurispot.com/shops/marunishi-wakayama-inter
つり具のマルニシ 本店,和歌山県,和歌山市,和歌山県和歌山市湊3001,073-432-3649,https://f-marunishi.com/,https://tsurispot.com/shops/marunishi-honten
つり具のマルニシ 和歌山バイパス店,和歌山県,和歌山市,和歌山県和歌山市楠本250,073-464-0024,https://f-marunishi.com/,https://tsurispot.com/shops/marunishi-wakayama-bypass
フィッシングマックス 和歌山インター店,和歌山県,和歌山市,和歌山県和歌山市秋月318,073-473-5858,https://fishingmax.co.jp/,https://tsurispot.com/shops/fishingmax-wakayama-inter
フィッシングクリモト,和歌山県,和歌山市,和歌山県和歌山市関戸5-2-45,073-444-2722,https://f-kurimoto.com/,https://tsurispot.com/shops/fishing-kurimoto
ハナヤ釣具店,愛知県,常滑,愛知県常滑市保示町5丁目1,0569-35-4677,,https://tsurispot.com/shops/hanaya-tsurigu-tokoname
ジャンプワールド 西条店,愛媛県,西条,愛媛県西条市新田141-1,0897-56-6111,,https://tsurispot.com/shops/jumpworld-saijo
フィッシング鹿嶋店,茨城県,鹿嶋,茨城県鹿嶋市大字粟生2634-5,0299-90-7766,,https://tsurispot.com/shops/fishing-kashima
アタック5 波崎店,茨城県,神栖・波崎,茨城県神栖市波崎8555,0479-44-8005,,https://tsurispot.com/shops/attack5-hasaki
日立フィッシングセンター,茨城県,日立,茨城県日立市久慈町1-4-21,,,https://tsurispot.com/shops/hitachi-fishing-center
潮来つり具センター,茨城県,潮来市,茨城県潮来市あやめ1-14-1,0299-63-1864,,https://tsurispot.com/shops/itako-tsurigu-center
釣具のタイム 岡山本店,岡山県,岡山市,岡山県岡山市中区江崎170-7,086-940-7255,,https://tsurispot.com/shops/time-okayama-honten
島つりぐ,沖縄県,石垣島,沖縄県石垣市八島町1-3-7,0980-82-8890,,https://tsurispot.com/shops/shima-tsurigu-ishigaki
マルカノー釣具 大船渡店,岩手県,大船渡,岩手県大船渡市大船渡町字地ノ森27-4,0192-21-5870,,https://tsurispot.com/shops/marukano-tsurigu-ofunato
釣具オヤマ,岩手県,釜石,岩手県釜石市甲子町10-269-3,0193-23-7754,,https://tsurispot.com/shops/tsurigu-oyama-kamaishi
柴釣具商会 内海店,宮崎県,青島・日南,宮崎県宮崎市青島3-1-36,0985-65-1330,,https://tsurispot.com/shops/shiba-tsurigu-uchiumi
オイデ釣具店,宮城県,女川,宮城県牡鹿郡女川町女川2-51,0225-54-2768,,https://tsurispot.com/shops/oide-tsurigu-onagawa
気仙沼河童堂,宮城県,気仙沼,宮城県気仙沼市南町1-3-12,0226-22-0855,,https://tsurispot.com/shops/kesennuma-kappadou
野村釣具店,京都府,京丹後,京都府京丹後市網野町浅茂川201,0772-72-0522,,https://tsurispot.com/shops/nomura-tsurigu
池内釣具店,京都府,久美浜,京都府京丹後市久美浜町湊宮1701-6,0772-83-0003,,https://tsurispot.com/shops/ikeuchi-tsurigu
塩屋つり具店,京都府,丹後,京都府京丹後市丹後町間人2024,0772-75-2734,,https://tsurispot.com/shops/shioya-tsurigu
清水屋釣具店,京都府,京丹後,京都府京丹後市大宮町口大野5-3,0772-64-2267,,https://tsurispot.com/shops/shimizuya-tsurigu
京都舞鶴 黒鯛釣具,京都府,舞鶴,京都府舞鶴市田園町1-1,0773-66-3319,,https://tsurispot.com/shops/maizuru-kurodai-tsurigu
ジャンプワールド 丸亀店,香川県,丸亀,香川県丸亀市山北町21番地,0877-22-5100,,https://tsurispot.com/shops/jumpworld-marugame
自然満喫屋 米沢店,山形県,米沢,山形県米沢市中央7-4-6,0238-24-6651,,https://tsurispot.com/shops/shizenmankitsunya-yonezawa
いけだ釣具店,山口県,萩,山口県萩市大字椿東字明治3412-13,0838-22-1718,,https://tsurispot.com/shops/ikeda-tsurigu-hagi
内海漁具,山口県,柳井,山口県柳井市柳井3060-2,0820-22-1063,,https://tsurispot.com/shops/uchiumi-gyogu-yanai
ナチュラルフィールド 河口湖店,山梨県,河口湖,山梨県南都留郡富士河口湖町小立8017-1,0555-83-2727,,https://tsurispot.com/shops/natural-field-kawaguchiko
南海釣具店,鹿児島県,鹿児島市,鹿児島県鹿児島市天保山町22-4,099-255-1060,,https://tsurispot.com/shops/nankai-tsurigu-kagoshima
ビッグフィッシング,鹿児島県,奄美大島,鹿児島県奄美市名瀬長浜町26-1,0997-52-0430,,https://tsurispot.com/shops/big-fishing-amami
つりショップ海風,秋田県,男鹿,秋田県男鹿市船川港船川字新浜町1-16,0185-24-3637,,https://tsurispot.com/shops/tsuri-shop-kaifuu-oga
横須賀釣餌センター,神奈川県,横須賀,神奈川県横須賀市衣笠町46-9,046-835-4365,,https://tsurispot.com/shops/yokosuka-tsurieri-center
つり具 タックル,神奈川県,横須賀,神奈川県横須賀市佐原1-15-3,046-835-0312,,https://tsurispot.com/shops/tsurigu-tackle-yokosuka
シーサイド三浦,神奈川県,三浦半島,神奈川県横須賀市長井1-12-8,046-857-2863,,https://tsurispot.com/shops/seaside-miura
三浦フィッシングセンター,神奈川県,三浦,神奈川県三浦市初声町和田2455-1,046-888-3353,,https://tsurispot.com/shops/miura-fishing-center
湘南大磯すずき釣具店,神奈川県,大磯,神奈川県中郡大磯町大磯1373,0463-61-1302,,https://tsurispot.com/shops/suzuki-tsurigu-oiso
あおき釣具店,神奈川県,真鶴,神奈川県足柄下郡真鶴町真鶴383-6,0465-68-3001,,https://tsurispot.com/shops/aoki-tsurigu-manazuru
アークス根岸店,神奈川県,横浜市中区,神奈川県横浜市中区根府川1-1,045-624-4168,,https://tsurispot.com/shops/arcs-negishi
SEA WOLF,神奈川県,横浜市中区,神奈川県横浜市中区錦町16,045-624-4887,,https://tsurispot.com/shops/sea-wolf-yokohama
まべち釣具店,青森県,八戸,青森県八戸市下長8-2-38,0178-28-5454,,https://tsurispot.com/shops/mabechi-tsurigu-hachinohe
イクタ釣具店,青森県,五所川原,青森県五所川原市大字唐笠柳字藤巻359-5,0173-34-5611,,https://tsurispot.com/shops/ikuta-tsurigu-tsugaru
浜岡釣具,静岡県,御前崎,静岡県御前崎市池新田3811-6,0537-25-6455,,https://tsurispot.com/shops/hamaoka-tsurigu-omaezaki
森田釣具店,静岡県,南伊豆・下田,静岡県下田市1丁目13-2,0558-22-3273,,https://tsurispot.com/shops/morita-tsurigu-shimoda
サカタ釣具店,静岡県,下田,静岡県下田市3丁目10-1,0558-23-2434,,https://tsurispot.com/shops/sakata-tsurigu-shimoda
市原フィッシングセンター,千葉県,市原,千葉県市原市八幡北町2-3-1,0436-41-6300,,https://tsurispot.com/shops/ichihara-fishing-center
第一フィッシング 市原店,千葉県,市原,千葉県市原市五井海岸1911-14,0436-23-5773,,https://tsurispot.com/shops/daiichi-fishing-ichihara
マリンスポット釣吉,千葉県,南房総,千葉県南房総市富浦町福澤869-1,0470-33-2880,,https://tsurispot.com/shops/marine-spot-tsurikichi
黒生つりエサセンター,千葉県,銚子,千葉県銚子市黒生町7252-1,0479-23-5630,,https://tsurispot.com/shops/kuroi-tsuriesa-choshi
アタック5 銚子芦崎店,千葉県,銚子,千葉県銚子市芦崎町455,0479-30-1352,,https://tsurispot.com/shops/attack5-choshi-ashizaki
杉釣つりエサ店,千葉県,勝浦,千葉県勝浦市墨名706-5,0470-73-7033,,https://tsurispot.com/shops/sugi-tsuriesa-katsuura
プロショップ柴田釣具店,大阪府,北河内,大阪府門真市下馬伏町9-18,072-813-4255,,https://tsurispot.com/shops/shibata-tsurigu
坂井釣具店,大阪府,泉州,大阪府泉佐野市鶴原5-2-12,072-463-3207,,https://tsurispot.com/shops/sakai-tsurigu-izumisano
泉釣具店,大阪府,泉州,大阪府泉佐野市大西1-1-5,072-462-0766,,https://tsurispot.com/shops/izumi-tsurigu-izumisano
泉釣具（泉南市）,大阪府,泉州,大阪府泉南市北野2-2-27,072-484-5400,,https://tsurispot.com/shops/izumi-tsurigu-sennan
ウッドマンルアー,大阪府,泉州,大阪府泉佐野市鶴原4-3-2,072-447-9141,,https://tsurispot.com/shops/woodman-lure
フィッシングTポート 岸和田店,大阪府,泉州,大阪府岸和田市港緑町3-1,072-436-3939,,https://tsurispot.com/shops/tport-kishiwada
サンライズ堺店,大阪府,堺市,大阪府堺市堺区出島海岸通2-3-31,072-244-3344,,https://tsurispot.com/shops/sunrise-sakai
釣具スーパーイヴ 戸次店,大分県,大分市南部,大分県大分市大字中戸次1261-47,097-597-3320,,https://tsurispot.com/shops/eve-tsurigu-hetsugi
松浦つり具 黒崎バイパス店,徳島県,鳴門,徳島県鳴門市撫養町黒崎字松島442,088-686-0301,,https://tsurispot.com/shops/matsuura-tsurigu-kurosaki
くぼつり具センター 氷見店,富山県,氷見,富山県氷見市北大町7-2,0766-72-1162,,https://tsurispot.com/shops/kubo-tsurigu-himi
森永釣具店,富山県,射水・新湊,富山県射水市中央町4-15,0766-82-3280,,https://tsurispot.com/shops/morinaga-tsurigu-imizu
吉田釣具センター,富山県,魚津,富山県魚津市金浦町1-1,0765-24-1778,,https://tsurispot.com/shops/yoshida-tsurigu-uozu
小出釣具店,福井県,敦賀,福井県敦賀市川崎町2-11,0770-22-1685,,https://tsurispot.com/shops/koide-tsurigu-tsuruga
ヨシダ釣具 宗像店,福岡県,宗像,福岡県宗像市稲元3-9-1,0940-36-3960,,https://tsurispot.com/shops/yoshida-tsurigu-munakata
平野釣具店,福島県,いわき・小名浜,福島県いわき市小名浜字辰巳町29-5,0246-53-2336,,https://tsurispot.com/shops/hirano-tsurigu-onahama
尼エサ鳴尾店,兵庫県,阪神,兵庫県西宮市笠屋町13-40,0798-41-7562,,https://tsurispot.com/shops/ama-esa-naruo
武庫川釣具センター,兵庫県,阪神,兵庫県尼崎市武庫川町4-24,06-6416-6147,,https://tsurispot.com/shops/mukogawa-tsurigu-center
天狗,兵庫県,神戸・須磨,〒650-0022 兵庫県神戸市中央区元町通5-2-18,078-361-2855,,https://tsurispot.com/shops/tengu-kobe
吉川釣具店,兵庫県,神戸・須磨,〒654-0055 兵庫県神戸市須磨区須磨浦通4-3-4,078-734-7834,,https://tsurispot.com/shops/yoshikawa-tsurigu
明石つりエサセンター,兵庫県,明石,〒673-0883 兵庫県明石市中崎2-1-12,0120-129-796,,https://tsurispot.com/shops/akashi-tsuriesa-center
桜井つりえさセンター,兵庫県,明石,兵庫県明石市林崎町2-8-15,078-922-6777,,https://tsurispot.com/shops/sakurai-tsuriesa-center
神足釣具店,兵庫県,明石,兵庫県明石市林崎町2-2-9,078-923-6289,,https://tsurispot.com/shops/kozoku-tsurigu
曽根釣えさセンター,兵庫県,播磨,〒676-0082 兵庫県高砂市曽根町1827-1,079-448-8141,,https://tsurispot.com/shops/sone-tsuriesa-center
せとうち釣具,兵庫県,播磨,〒672-8021 兵庫県姫路市白浜町宇佐崎中1-115,079-246-0318,,https://tsurispot.com/shops/setouchi-tsurigu
吉美つりエサ,兵庫県,播磨,〒671-1133 兵庫県姫路市大津区吉美210-3,079-274-2777,,https://tsurispot.com/shops/yoshimi-tsuriesa
ルアーショッププロセス,兵庫県,淡路島,〒656-2401 兵庫県淡路市岩屋1511,0799-73-6699,,https://tsurispot.com/shops/lure-shop-process
アラヤ釣具店,兵庫県,淡路島,〒656-2331 兵庫県淡路市仮屋192-1,0799-74-5018,,https://tsurispot.com/shops/araya-tsurigu
Newシーバイト,兵庫県,淡路島,〒656-2131 兵庫県淡路市志筑3523-2,0799-62-3523,,https://tsurispot.com/shops/new-sea-bite
志智釣具店,兵庫県,淡路島,〒656-1511 兵庫県淡路市郡家2827,0799-85-0815,,https://tsurispot.com/shops/shichi-tsurigu
富島釣具センター,兵庫県,淡路島,兵庫県淡路市富島1835,0799-82-0231,,https://tsurispot.com/shops/tomishima-tsurigu-center
山下釣具店,兵庫県,但馬,兵庫県豊岡市千代田町9-7,0796-22-5288,,https://tsurispot.com/shops/yamashita-tsurigu-toyooka
釣ショップデイリー,兵庫県,但馬,兵庫県豊岡市下宮724-4,0796-23-7366,,https://tsurispot.com/shops/tsuri-shop-daily
ウエダ釣具,兵庫県,但馬,兵庫県美方郡香美町香住区七日市40-3,0796-36-1498,,https://tsurispot.com/shops/ueda-tsurigu-kasumi
定平つり具店浜店,兵庫県,但馬,兵庫県美方郡香美町香住区香住1762-1,0796-36-2871,,https://tsurispot.com/shops/sadahira-tsurigu-hamaten
室蘭釣具 海岸店,北海道,室蘭,北海道室蘭市海岸町1-58-7,0143-22-2738,,https://tsurispot.com/shops/muroran-tsurigu-kaigan